"SITEID_12","zpSR","zpDen","zpDiv.Sh","Omni","W.Omni","zpSRr","phySR","phyDiv.Sh","phyDen.Ind","phyDen.BioV","phySRr","SITEID_07","LAT_DD","LON_DD","LakeArea","LakeDepth","LakePerim","LakeEleva","HUC2","HUC8","ECO3","ECO3_2015","EPA_REG","Cond","DOC","NTL","PTL","Silica","pH","Temp","Sol","ln_phyDen","ln_phySR","ln_phySRr","ln_zpDen","ln_zpSR","ln_zpSRr","ln_NTL","ln_PTL","Lat","ln_DOC","ln_Silica","ln_Temp","ln_Sol","ln_Cond","WOmni","WOmni2","Omni2"
"NLA12_MS-107",33,9103.62694300518,0,0.484848484848485,0.328400682982356,23.9986194028543,25,2.5752313736206,8273312.1,4581081046.7,25,"NLA06608-0432",34.7222327,-90.07422849,3907.840954,5.2,102.3632228,65.5,8,8030204,74,74,"Region_4",73.9,2990,554,212,7280,7.71,24.5891666666667,6.05385620915033,22.2452008436177,3.2188758248682,3.2188758248682,9.11642817826435,3.49650756146648,3.17799630381225,6.31716468674728,5.35658627467201,34.7222327,8.00302866638473,8.89288614119073,3.20230596653904,1.80069545893826,4.30271282795416,0.328400682982356,0.107847008583278,0.235078053259871
"NLA12_MS-112",26,26181.8181818182,0,0.230769230769231,0.284722222222222,11.9525601817055,38,3.0503156728829,3094709.2,2088608981.4,38,"",33.59308863,-88.51092696,2.959573404,2.5,0.920207879,63.75,3,3160101,65,65,"Region_4",34.8,7090,506,37,1065,7.47,34.4791025641026,5.93346405228758,21.4597641222016,3.63758615972639,3.63758615972639,10.1728204863197,3.25809653802148,2.48094549657807,6.22653666928747,3.61091791264422,33.59308863,8.86644061952617,6.97073007814353,3.54035341773352,1.78060819967167,3.54961738678043,0.284722222222222,0.0810667438271605,0.0532544378698225
"NLA12_MS-119",25,201384.615384615,0,0.28,0.0977845683728037,16.1152495682818,17,1.19701748922495,456970880.2,11449011359.5,17,"",32.9204524,-90.01403557,8.523870462,6.2,1.362482864,90.21,8,8060201,74,74,"Region_4",27.9,6950,990,45,1130,7.55,27.6333333333333,6.08176470588235,23.1611692190703,2.83321334405622,2.83321334405622,12.2129718679904,3.2188758248682,2.77976600185439,6.89770494312864,3.80666248977032,32.9204524,8.84649693855884,7.02997291170639,3.31902277347314,1.80529490154239,3.32862668882732,0.0977845683728037,0.00956182181185551,0.0784
"NLA12_MS-126",32,151944.444444444,0,0.375,0.256855575868373,20.8073497125671,47,3.03313586780601,38324170.3,3656073906.2,47,"",30.82268187,-89.77545127,5.039237383,2.5,2.035656512,21.56,3,3180004,65,65,"Region_4",60.4,7690,760,82,7943,7.53,28.1133333333333,5.77137254901961,22.0196557053778,3.85014760171006,3.85014760171006,11.9312702359421,3.46573590279973,3.03530627585904,6.63331843328038,4.40671924726425,30.82268187,8.94767606249969,8.98004631663313,3.3362439596503,1.75290992901164,4.10098910494077,0.256855575868373,0.0659747868546735,0.140625
"NLA12_MS-128",21,148500,0,0.285714285714286,0.085297418630752,18.0002173713984,24,2.69533580560109,12496513.6,1743110621.6,24,"",34.31385713,-88.59472024,7.809251811,6.3,1.833389239,123.47,3,3160101,65,65,"Region_4",112.2,5770,456,20,1870,8.66,31.8811538461538,6.0740522875817,21.2789370676781,3.17805383034795,3.17805383034795,11.9083402372249,3.04452243772342,2.89038383401205,6.12249280951439,2.99573227355399,34.31385713,8.66042735950215,7.53369370984863,3.46201504668467,1.80402597501286,4.7202829930886,0.085297418630752,0.00727564962506975,0.0816326530612245
"NLA12_MT-102",32,30338.7096774194,0,0.8125,0.174375332270069,22.8478417830416,52,2.35414489299815,32932258.6,6778975023.3,52,"NLA06608-1857",48.24728982,-114.1209126,150.9848615,39.8,7.114451585,912.11,17,17010208,15,15,"Region_8",233.5,2290,178,23.5,8675.5,8.495,10.7647435897436,5.47653594771242,22.637091750966,3.95124371858143,3.95124371858143,10.3201797232381,3.46573590279973,3.12885666137136,5.18178355029209,3.15700042115011,48.24728982,7.73630709654828,9.06825824004173,2.37627631165143,1.70047277475399,5.45318207710895,0.174375332270069,0.030406756504297,0.66015625
"NLA12_MT-103",24,38020.4081632653,0,0.166666666666667,0.013419216317767,16.6581095131549,9,1.44103349030673,55780709.5,1871926019.5,9,"NLA06608-1856",48.96610899,-109.7597298,54.88407471,2.5,4.23163108,845.16,10,10050007,42,42,"Region_8",550,18140,1599,339,2512,10.27,16.7179487179487,6.0581045751634,21.350233694723,2.19722457733622,2.19722457733622,10.5458783514731,3.17805383034795,2.81289715569942,7.37713371283395,5.82600010738045,48.96610899,9.80587472366913,7.82883452758809,2.81648291579701,1.80139697478081,6.30991827822652,0.013419216317767,0.000180075366583025,0.0277777777777778
"NLA12_MT-104",9,160333.333333333,0,0.222222222222222,0.0228690228690229,8.04425315554876,2,0.699235940800648,28396077.1,144555031.4,2,"NLA06608-0378",47.55763659,-112.4485198,532.2072995,8.9,16.38113097,1264,10,10030104,42,42,"Region_8",516,3310,216,29,9050,8.55,13.0614285714286,5.70921568627451,18.789170833154,0.693147180559945,0.693147180559945,11.9850102604198,2.19722457733622,2.08495794276636,5.37527840768417,3.36729582998647,47.55763659,8.10470346837111,9.11052003669397,2.56966350312102,1.74208165631305,6.24610676548156,0.0228690228690229,0.000522992206983891,0.0493827160493827
"NLA12_MT-105",20,159076.923076923,0,0.55,0.176499032882012,16.5389268216652,27,2.8499465396169,6364975.6,1576758039.9,27,"NLA06608-0065",48.96435342,-115.1157742,89.52244797,21,7.365627576,766.43,17,17010101,15,15,"Region_8",216,990,83,20,6149,8.42,11.824358974359,5.47653594771242,21.1786367025279,3.29583686600433,3.29583686600433,11.9771431571489,2.99573227355399,2.8057168036734,4.4188406077966,2.99573227355399,48.96435342,6.89770494312864,8.72404474595347,2.47016172355208,1.70047277475399,5.37527840768417,0.176499032882012,0.0311519086082854,0.3025
"NLA12_MT-106",20,264111.111111111,0,0.5,0.216238956668069,16.5344335148712,14,0.893378841570289,7273797.5,1128717451.3,14,"NLA06608-2800",47.68287539,-112.4617662,617.4968114,16.5,23.28446509,1332,10,10030104,42,42,"Region_8",283,2100,166,11,5324,8.46,18.1448717948718,5.70921568627451,20.8443478262221,2.63905732961526,2.63905732961526,12.4841251690061,2.99573227355399,2.80544508608704,5.11198778835654,2.39789527279837,47.68287539,7.64969262371151,8.579980179515,2.8983879750502,1.74208165631305,5.64544689764324,0.216238956668069,0.046759286380895,0.25
"NLA12_MT-107",19,62964.9595687332,0,0.473684210526316,0.10958904109589,9.11310607690145,23,2.83073823134509,19978061,8190781312,23,"NLA06608-0385",48.24309476,-112.86716,39.84092601,2.7,2.792300909,1469.29,10,10030201,42,42,"Region_8",688,18960,1620,42,1708,9.1,19.1666666666667,5.69424836601307,22.8262751285519,3.13549421592915,3.13549421592915,11.0503336533169,2.94443897916644,2.20971360561978,7.39018142822643,3.73766961828337,48.24309476,9.85008677580901,7.44307837434852,2.9531726591352,1.73945660680395,6.53378883793334,0.10958904109589,0.0120097579283168,0.224376731301939
"NLA12_MT-108",14,74649.1228070175,0,0.428571428571429,0.0358401880141011,10.9208929064028,10,0.523347374477581,393080655.8,3404766101.5,10,"NLA06608-0064",48.89407384,-112.1682796,25.20793107,4.4,2.061274641,1208,10,10050002,42,42,"Region_8",1679,21290,2068,1344,26454,9.02,19.3641025641026,5.69424836601307,21.9484420815306,2.30258509299405,2.30258509299405,11.2205540521551,2.63905732961526,2.39067773495955,7.63433723562832,7.20340552108309,48.89407384,9.96599275788753,10.183162654586,2.96342096870165,1.73945660680395,7.42595365707754,0.0358401880141011,0.00128451907688611,0.183673469387755
"NLA12_MT-109",27,63518.5185185185,0,0.259259259259259,0.102623906705539,18.986063963674,3,0.939219817173307,283108401.2,33406090889.5,3,"NLA06608-0240",48.49534907,-107.5492524,1665.989451,7.8,51.92984979,677.97,10,10050004,42,42,"Region_8",852,6090,574,43,2070,8.69,17.7353947368421,5.9843137254902,24.2320040822642,1.09861228866811,1.09861228866811,11.0590867725778,3.29583686600433,2.94370523444551,6.35262939631957,3.76120011569356,48.49534907,8.71440336070394,7.63530388625941,2.87556234548238,1.78914166668598,6.74758652682932,0.102623906705539,0.0105316662275072,0.0672153635116598
"NLA12_MT-110",17,172333.333333333,0,0.294117647058824,0.0412637008381689,9.66860346852123,17,1.86068979822819,14132619.7,632092430.6,17,"NLA06608-1377",45.86918044,-113.5489263,7.763512398,16.5,1.394078184,2412.81,10,10020004,16,16,"Region_8",15.1,2670,166,23,9069,7.2,9.67285714285715,6.10006535947712,20.2645461923669,2.83321334405622,2.83321334405622,12.0571858648225,2.83321334405622,2.26888388006176,5.11198778835654,3.13549421592915,45.86918044,7.8898337513943,9.11261728344757,2.26932373044224,1.80829948579024,2.71469474382088,0.0412637008381689,0.0017026930068619,0.0865051903114187
"NLA12_MT-111",20,29677.9661016949,0,0.55,0.363792118789263,15.2220593920183,13,2.23758433185563,4671897.8,6013674826.2,13,"NLA06608-2881",48.45099337,-114.3814277,1335.843011,50,26.063186,913,17,17010210,15,15,"Region_8",163.2,1620,69,16,7141,8.37,10.4564102564103,5.47653594771242,22.5173018505797,2.56494935746154,2.56494935746154,10.2981601673623,2.99573227355399,2.72274565155998,4.23410650459726,2.77258872223978,48.45099337,7.39018142822643,8.87360810154911,2.34721521201071,1.70047277475399,5.09497644253001,0.363792118789263,0.132344705693181,0.3025
"NLA12_MT-113",12,45263.1578947368,0,0.333333333333333,0.0767441860465116,9.26588643898426,19,2.08106121167168,4296108.6,726747895.2,19,"NLA06608-1008",47.88139248,-112.3163074,148.2741262,5.8,7.276624265,1258.03,10,10030205,42,42,"Region_8",387,1440,98,17,5853,8.47,12.6205128205128,5.70921568627451,20.4040902012174,2.94443897916644,2.94443897916644,10.7202486890633,2.484906649788,2.22633953125178,4.58496747867057,2.83321334405622,47.88139248,7.27239839257005,8.67470962929122,2.53532349182731,1.74208165631305,5.95842469302978,0.0767441860465116,0.00588967009194159,0.111111111111111
"NLA12_MT-118",9,41300,0,0.111111111111111,0.0157384987893462,6.98638255467299,15,1.47000366401444,30749840.5,2591622221.9,15,"NLA06608-3760",48.83419438,-108.0100019,68.04423978,2.2,4.494636456,820.98,10,10050004,42,42,"Region_8",356,13190,1453,1378,19127,8.39,17.2987179487179,6.0581045751634,21.6755498570904,2.70805020110221,2.70805020110221,10.6286177789491,2.19722457733622,1.9439629050733,7.28138566357028,7.2283884515736,48.83419438,9.48721424571136,9.85885622839053,2.85063239174715,1.80139697478081,5.87493073085203,0.0157384987893462,0.000247700344142253,0.0123456790123457
"NLA12_MT-119",12,88058.2524271845,0,0.25,0.436604189636163,6.31801278953211,22,1.2568470028618,6040272123.5,101972493967.1,22,"",48.41240242,-110.0578148,18.71955896,1.5,4.96717422,810.05,10,10050006,42,42,"Region_8",3830,31400,4175,390,24,8.87,18.0487179487179,5.99921568627451,25.3479689468748,3.09104245335832,3.09104245335832,11.3857538338617,2.484906649788,1.84340472667859,8.33686963728496,5.96614673912369,48.41240242,10.3545631718963,3.17805383034795,2.89307465448444,1.79162874172934,8.25062008217469,0.436604189636163,0.190623218407851,0.0625
"NLA12_MT-120",12,420416.666666667,0,0.166666666666667,0.443012884043608,7.36772411070711,31,3.01230235090244,2249040.6,3583625044.5,31,"",48.6294753,-114.3920285,7.457619833,4.3,1.299193649,1727.34,17,17010206,41,41,"Region_8",144.6,1530,168,12,3259,8.71,17.3025641025641,5.47653594771242,21.999640707306,3.43398720448515,3.43398720448515,12.9490015619818,2.484906649788,1.99710885399396,5.12396397940326,2.484906649788,48.6294753,7.33302301438648,8.08917567883756,2.85085470454217,1.70047277475399,4.97397130972466,0.443012884043608,0.196260415428635,0.0277777777777778
"NLA12_MT-124",16,44500,0,0.1875,0.482022471910112,11.559755175027,17,1.90516882639032,365444.6,298336273.8,17,"",46.11821631,-113.37464,152.3346087,13.1,7.047217505,1847.62,17,17010202,17,17,"Region_8",180.1,1130,41,16,5907,8.44,15.2820512820513,5.94705882352941,19.5137318438353,2.83321334405622,2.83321334405622,10.7032444681543,2.77258872223978,2.44752968438908,3.71357206670431,2.77258872223978,46.11821631,7.02997291170639,8.68389336730723,2.7266790209357,1.78289678197021,5.19351225218191,0.482022471910112,0.232345663426335,0.03515625
"NLA12_MT-126",12,297000,0,0.166666666666667,0.0145903479236813,8.53160329088362,35,1.80761416979743,11034523.3,7670543879.4,35,"",48.98589819,-104.3737458,41.17842821,1.4,3.461382298,679.33,10,10060007,42,42,"Region_8",6720,35260,3195,355,5135,8.52,21.2474358974359,5.8881045751634,22.7606533597725,3.55534806148941,3.55534806148941,12.6014874177848,2.484906649788,2.14377730291343,8.06934236681164,5.87211778947542,48.98589819,10.4705044559519,8.54383512236266,3.05623622443991,1.77293414199633,8.81284343351719,0.0145903479236813,0.00021287825253407,0.0277777777777778
"NLA12_MT-135",16,1954000,0,0.25,0.182190378710338,14.7637178807524,12,1.10405145999524,3820525940.4,175116000349.5,12,"",48.02656863,-109.6237599,9.820179156,7.2,1.472203654,1128.79,10,10040101,42,42,"Region_8",553,9860,3344,343,28045,9.11,16.7448717948718,6.0581045751634,25.8887144504158,2.484906649788,2.484906649788,14.4853891115849,2.77258872223978,2.6921726763935,8.11492297420459,5.83773044716594,48.02656863,9.19624144759668,10.2415656419424,2.81809204989388,1.80139697478081,6.31535800152233,0.182190378710338,0.0331933340946163,0.0625
"NLA12_MT-136",17,10161.2903225806,0,0.176470588235294,0.242857142857143,13.7803531638593,13,1.78099411254589,4467226.9,585033931,13,"",48.95316293,-114.3227227,684.4517646,41,19.46116554,1222.86,17,17010206,41,41,"Region_8",112.7,680,113,10,3436,8.08,12.0551282051282,5.47653594771242,20.1871804052235,2.56494935746154,2.56494935746154,9.22634071332262,2.83321334405622,2.62324389398419,4.72738781871234,2.30258509299405,48.95316293,6.52209279817015,8.14206328310415,2.48949014659344,1.70047277475399,4.72472942104573,0.242857142857143,0.0589795918367347,0.0311418685121107
"NLA12_MT-138",10,531363.636363636,0,0.1,0.0419161676646707,6.89808581550316,14,1.34432076782743,139023185.5,1367566216.7,14,"",47.76171554,-108.4328294,4.34004528,3.7,1.050604045,912.18,10,10040104,42,42,"Region_8",2510,8880,883,78,3761,8.65,16.8001282051282,6.16790849673203,21.0362985128066,2.63905732961526,2.63905732961526,13.1832018800899,2.30258509299405,1.93124395507269,6.78332520060396,4.35670882668959,47.76171554,9.09155683598622,8.23244015847034,2.82138651763773,1.81935980099081,7.82803803212583,0.0419161676646707,0.00175696511169278,0.01
"NLA12_MT-140",5,2551.72413793103,0,0,0,4.99942930582059,34,2.49466728382606,1681544.8,112981517.7,34,"",47.05943881,-113.9378325,17.92613315,18,1.859382258,2099.84,17,17010204,17,17,"Region_8",4.93,690,29,8,3624,6.66,9.62051282051282,5.70921568627451,18.5427348031222,3.52636052461616,3.52636052461616,7.84452454219983,1.6094379124341,1.60932376708389,3.36729582998647,2.07944154167984,47.05943881,6.5366915975913,8.19533366716287,2.26389757100242,1.74208165631305,1.5953389880546,0,0,0
"NLA12_MT-142",19,265500,0,0.157894736842105,0.208097928436911,14.1858563065538,31,2.00274779140909,2703179.5,1037969825.3,31,"",48.4922034,-104.3108863,58.44614936,1.5,6.278669693,590.91,10,10060006,42,42,"Region_8",2550,24640,1901,103,6930,8.81,20.3435897435897,5.8881045751634,20.760532551229,3.43398720448515,3.43398720448515,12.4893701196641,2.94443897916644,2.65224543348524,7.55013534248843,4.63472898822964,48.4922034,10.1121264176475,8.84361509218395,3.01276586195058,1.77293414199633,7.84384863815247,0.208097928436911,0.0433047478197339,0.0249307479224377
"NLA12_MT-143",12,295454.545454545,0,0.0833333333333333,0.0276923076923077,10.5939441052375,7,1.26272425031288,51914165.9,1548684741.5,7,"",48.62106688,-113.1088007,19.11884624,5.6,1.636294517,1408.26,10,10030202,42,42,"Region_8",860,15790,1314,29,388,9.07,17.9192307692308,5.69424836601307,21.160671853781,1.94591014905531,1.94591014905531,12.5962702815076,2.484906649788,2.36028252703115,7.18083119904456,3.36729582998647,48.62106688,9.66713210724969,5.96100533962327,2.88587448080127,1.73945660680395,6.75693238924755,0.0276923076923077,0.000766863905325444,0.00694444444444444
"NLA12_MT-144",12,174200,0,0.333333333333333,0.244546498277842,10.4406575838093,28,1.7794189198675,8744854.6,3572569877.5,28,"",46.31276308,-110.0325058,125.3618461,3.5,6.223834387,1500.03,10,10040201,43,43,"Region_8",783,5250,601,91,11631,8.53,18.1025641025641,6.07267973856209,21.9965510274091,3.3322045101752,3.3322045101752,12.0679593434005,2.484906649788,2.34570756742582,6.39859493453521,4.51085950651685,46.31276308,8.56598335558567,9.36142922633904,2.8960535913636,1.8037999802313,6.6631326959908,0.244546498277842,0.0598029898199544,0.111111111111111
"NLA12_MT-151",24,42095.2380952381,0,0.25,0.081447963800905,19.1657078522379,23,1.90055714045109,16088088.2,3149412997.2,23,"",48.38062147,-110.9852659,9.503719636,1.6,2.241161315,913.5,10,10030203,42,42,"Region_8",372,27070,3550,738,1700,8.56,13.0833333333333,5.99921568627451,21.8704819223234,3.13549421592915,3.13549421592915,10.6476899038964,3.17805383034795,2.95312263278326,8.17470288246946,6.60394382460047,48.38062147,10.2061813826083,7.43838353004431,2.57133915556031,1.79162874172934,5.91889385427315,0.081447963800905,0.00663377080731353,0.0625
"NLA12_MT-152",8,119777.777777778,0,0.125,0.0816326530612245,5.81475665906228,17,2.37628785870645,1334250.4,213362868.9,17,"",45.57835886,-113.0032413,11.18528712,12.5,1.519749413,2675.93,10,10020004,17,17,"Region_8",19.73,1360,249,11,3842,7.52,11.675641025641,6.10006535947712,19.1785048840356,2.83321334405622,2.83321334405622,11.6933934531149,2.07944154167984,1.76039893798621,5.51745289646471,2.39789527279837,45.57835886,7.2152399787301,8.2537483433285,2.45750470788418,1.80829948579024,2.98214032003452,0.0816326530612245,0.00666389004581424,0.015625
"NLA12_MT-154",3,5624.3213897937,0,0.666666666666667,0.998069498069498,2.00054879858499,21,0.689625757209737,1374959489.3,51488172947.5,21,"NLA06608-3968",48.84940875,-104.0593666,78.11089518,1,7.578304464,624.14,10,10060007,42,42,"Region_8",50470,105310,13413,3436,17988,9.61,11.87,5.8881045751634,24.6646179667373,3.04452243772342,3.04452243772342,8.63485557798036,1.09861228866811,0.69342154221184,9.50397966490209,8.14206328310415,48.84940875,11.5646636603746,9.7974601478906,2.47401420862158,1.77293414199633,10.8291343793343,0.998069498069498,0.9961427229767,0.444444444444444
"NLA12_MT-156",18,118777.777777778,0,0.333333333333333,0.282507015902713,13.1357426051891,9,0.746401821154328,31329870.7,404360138.1,9,"",46.6246241,-110.7383363,150.7199749,12.1,10.65545707,1672.89,10,10030103,43,43,"Region_8",319,2130,160,28,11832,8.49,17.6423076923077,6.07267973856209,19.8178164697774,2.19722457733622,2.19722457733622,11.685009612671,2.89037175789616,2.57533695790703,5.07517381523383,3.3322045101752,46.6246241,7.66387725870347,9.37856300439064,2.87029986358164,1.8037999802313,5.76519110278484,0.282507015902713,0.0798102140342556,0.111111111111111
"NLA12_MT-160",13,124714.285714286,0,0.307692307692308,0.0572737686139748,10.7579728388118,4,0.423360188086172,87322177.9,11012434478.7,4,"",46.04062349,-110.6921749,96.6656787,3.7,6.620051953,1556.15,10,10070003,43,43,"Region_8",712,9140,930,74,7528,9.29,20.8884615384615,6.07267973856209,23.1222908784702,1.38629436111989,1.38629436111989,11.7337806857664,2.56494935746154,2.37564713910459,6.8351845861473,4.30406509320417,46.04062349,9.1204156644482,8.92638468126522,3.03919692701932,1.8037999802313,6.56807791141198,0.0572737686139748,0.00328028457124712,0.0946745562130178
"NLA12_MT-161",17,547391.304347826,0,0.235294117647059,0.293884034948372,10.4794021381778,19,2.45675492700218,1656635.2,9356144078.4,19,"NLA06608-2790",48.05490061,-106.4419746,21.449213,6.8,2.206019979,619.62,10,10060001,42,42,"Region_8",2560,6420,604,65,7716,8.53,19.2525641025641,5.9843137254902,22.9592990851222,2.94443897916644,2.94443897916644,13.2129191900914,2.83321334405622,2.3494116293818,6.40357419793482,4.17438726989564,48.05490061,8.76717339668401,8.95105137402562,2.95764425199664,1.78914166668598,7.84776253747361,0.293884034948372,0.0863678259975358,0.055363321799308
"NLA12_MT-162",11,44692.3076923077,0,0.181818181818182,0.23407917383821,9.31149407973498,15,1.67273974019331,5594479.8,789674055.1,15,"",45.0394762,-109.7724842,27.6735667,22,3.339015792,2680.53,10,10070006,17,17,"Region_8",5.45,680,83,8,860,7.02,8.67320512820513,6.1783660130719,20.4871308298063,2.70805020110221,2.70805020110221,10.7075566783725,2.39789527279837,2.23124955958779,4.4188406077966,2.07944154167984,45.0394762,6.52209279817015,6.75693238924755,2.160238402778,1.82105383733067,1.69561560867515,0.23407917383821,0.0547930596247789,0.0330578512396694
"NLA12_MT-164",21,10799.4923857868,0,0.0952380952380952,0.190951821386604,11.8083634824885,39,2.8225093810816,22799150.5,8251170296.1,39,"",48.16778753,-114.3675211,92.42796828,35,5.882581251,1007.13,17,17010208,15,15,"Region_8",1091,12220,922.5,9.5,2055.5,9.07,10.9929487179487,5.47653594771242,22.8336208813054,3.66356164612965,3.66356164612965,9.28725441069168,3.04452243772342,2.46880805011541,6.82708737591468,2.2512917986065,48.16778753,9.41082923272559,7.62827440633793,2.39725404161256,1.70047277475399,6.99484998583307,0.190951821386604,0.0364625980908615,0.0090702947845805
"NLA12_MT-177",14,248421.052631579,0,0.142857142857143,0.0264830508474576,10.3522406800071,13,1.55959475236325,22812883.6,1399232331.2,13,"",47.87668819,-107.1252315,13.76857492,2,2.642163656,758.1,10,10050012,43,43,"Region_8",9379,16640,1353,46,222,8.76,16.1,6.07346405228758,21.0591895883199,2.56494935746154,2.56494935746154,12.4228803783953,2.63905732961526,2.33720298710256,7.21007962817079,3.8286413964891,47.87668819,9.7195647143752,5.40267738187228,2.77881927199042,1.80392912636033,9.14622842650894,0.0264830508474576,0.000701351982189026,0.0204081632653061
"NLA12_NC-101",49,12482.4561403509,0,0.448979591836735,0.135628952916374,30.5556521504197,51,2.56574121828252,214073524.7,14445223309.5,51,"NLA06608-1113",35.76647764,-81.35761261,1558.998984,14.7,152.5229273,283.34,3,3050101,45,45,"Region_4",53.2,1930,645.5,46.5,11140,7.66,23.7012820512821,5.87287581699346,23.393629630039,3.93182563272433,3.93182563272433,9.43207942867749,3.89182029811063,3.41954968161182,6.4700252102867,3.83945231259331,35.76647764,7.56527528189893,9.31829751348127,3.16552914166881,1.77034443158559,3.9740583963476,0.135628952916374,0.018395212869192,0.201582673885881
"NLA12_NC-103",30,12420.6708975521,0,0.166666666666667,0.0598540145985401,13.7975694373887,31,1.59953664436004,8203274.5,4737444910.3,31,"NLA06608-0665",35.05432224,-79.20656601,59.7174532,6,6.997578258,71.99,3,3030004,65,65,"Region_4",9.99,2720,114,11,909,5.6,22.5641025641026,5.91058823529412,22.2787637788546,3.43398720448515,3.43398720448515,9.42711737154485,3.40119738166216,2.6244924489254,4.7361984483945,2.39789527279837,35.05432224,7.90838715929004,6.81234509417748,3.11636026134261,1.77674535866367,2.30158459266046,0.0598540145985401,0.00358250306356226,0.0277777777777778
"NLA12_NC-104",20,10150.4424778761,0,0.3,0.108108108108108,15.9184773738216,9,0.62657966109894,6598454.5,797460286.2,9,"NLA06608-1245",34.93290273,-77.10482994,382.9388817,1.7,8.648136995,11.04,3,3020106,63,63,"Region_4",60.9,9330,650,36,263,4.26,29.1615384615385,6.02666666666667,20.496942593515,2.19722457733622,2.19722457733622,9.22527257739917,2.99573227355399,2.76748053349433,6.47697236288968,3.58351893845611,34.93290273,9.14099029384139,5.57215403217776,3.37285066506075,1.79619406629592,4.10923317471585,0.108108108108108,0.0116873630387144,0.09
"NLA12_NC-105",16,10936.5079365079,0,0.25,0.365021770682148,12.6668621724065,22,2.01914305317822,2594327.2,272112584.8,22,"NLA06608-0191",35.18110441,-83.6799846,640.030334,42.5,45.14522579,916.56,6,6010202,66,66,"Region_4",16.03,700,41,15,7008,7.2,14.3769230769231,5.72607843137255,19.4217264533271,3.09104245335832,3.09104245335832,9.29986182360426,2.77258872223978,2.53898930560284,3.71357206670431,2.70805020110221,35.18110441,6.5510803350434,8.85480763261623,2.66562435699998,1.74503090399262,2.77446196662146,0.365021770682148,0.133240893071931,0.0625
"NLA12_NC-107",25,73125,0,0.24,0.0299145299145299,14.0410357588236,28,0.496526495071176,27628189.8,3081067427.7,28,"",35.34715726,-78.62163532,1.467698529,3.4,0.463982019,54.1,3,3030006,65,65,"Region_4",52,6730,658,26,238,7.18,26.3089743589744,5.91228758169935,21.8485419413263,3.3322045101752,3.3322045101752,11.1999255845342,3.2188758248682,2.64198416787263,6.48920493132532,3.25809653802148,35.34715726,8.81433042263877,5.47227067367148,3.26991011135713,1.77703282618735,3.95124371858143,0.0299145299145299,0.000894879100007305,0.0576
"NLA12_NC-108",20,100555.555555556,0,0.2,0.0784530386740332,15.2124877094495,13,2.08968327600958,776005.8,985899606.3,13,"",35.72677802,-82.08422324,69.73260796,11.7,5.635497893,427.5,3,3050101,66,66,"Region_4",24.6,1050,94,26,10520,7.24,14.6102564102564,5.6016339869281,20.7090650882146,2.56494935746154,2.56494935746154,11.5184656453458,2.99573227355399,2.72211665038888,4.54329478227,3.25809653802148,35.72677802,6.95654544315157,9.2610334862917,2.68172377593416,1.72305833856063,3.20274644293832,0.0784530386740332,0.00615487927718934,0.04
"NLA12_NC-109",28,29000,0,0.142857142857143,0.0118534482758621,20.3962487828599,26,2.52540918229246,2433672.1,426576831,26,"",35.14832536,-82.7166084,33.85708507,8.6,5.122414396,877.99,6,6010105,66,66,"Region_4",19.82,1520,115,12,3328,7.15,17.6897435897436,5.6016339869281,19.8713030516968,3.25809653802148,3.25809653802148,10.2750511089686,3.3322045101752,3.01535100074844,4.74493212836325,2.484906649788,35.14832536,7.32646561384032,8.1101268019411,2.87298501342242,1.72305833856063,2.98669152890184,0.0118534482758621,0.000140504236028537,0.0204081632653061
"NLA12_NC-114",22,117058.823529412,0,0.272727272727273,0.115577889447236,16.4243417688556,24,1.96681612626339,370728494,6433580164.8,24,"",35.85874627,-78.66155303,15.05354221,4.1,2.038682547,76.12,3,3020201,45,45,"Region_4",40.8,4060,878,116,5446,7.21,24.9794871794872,5.91228758169935,22.5847970110386,3.17805383034795,3.17805383034795,11.6704318526445,3.09104245335832,2.79876448861213,6.77764659363512,4.75359019110636,35.85874627,8.30893825259578,8.60263667323371,3.2180549752428,1.77703282618735,3.70868208141012,0.115577889447236,0.0133582485290775,0.0743801652892562
"NLA12_NC-115",19,263142.857142857,0,0.210526315789474,0.487513572204126,12.8349636335525,30,2.61739152788632,21077213,5301468641.8,30,"",35.22405538,-78.81547137,6.70610483,2.4,1.323843462,46.06,3,3030004,65,65,"Region_4",53.2,17380,788,58,9238,5.93,27.1423076923077,5.91228758169935,22.3912497213452,3.40119738166216,3.40119738166216,12.4804523467421,2.94443897916644,2.5521729809379,6.66949808985788,4.06044301054642,35.22405538,9.76307539881938,9.13108069099055,3.3010936799853,1.77703282618735,3.9740583963476,0.487513572204126,0.237669483083228,0.0443213296398892
"NLA12_NC-116",39,581142.857142857,0,0.384615384615385,0.119469026548673,26.8636401132516,54,1.56427162365814,1081881543.7,42167757962.9,54,"",36.12929344,-79.83690419,2.485656632,2.85,0.776448418,251.63,3,3030002,45,45,"Region_4",71.8,5820,375,47.5,8379,7.455,24.9128205128205,5.89274509803922,24.4649217366541,3.98898404656427,3.98898404656427,13.2727518870953,3.66356164612965,3.29077370362736,5.92692602597041,3.8607297110406,36.12929344,8.66905554072548,9.03348385461329,3.21538255099837,1.77372194987854,4.27388447605418,0.119469026548673,0.0142728483044874,0.14792899408284
